"",".y.","group1","group2","n1","n2","statistic","p"
"1","LC3SumIntMinMax","Basal","Starved",106,105,2455,4.53e-11
"2","LC3SumIntMinMax","Basal","Starved",105,105,2956,6.39e-08
"3","LC3SumIntMinMax","Basal","Starved",105,105,4218,0.0113
"4","LC3SumIntMinMax","Basal","Starved",105,105,3128,9.64e-08
