Filename,LC3CellID,MandersMOC,Mandersk1,Mandersk2,MandersM1,MandersM2
,2,0.986763,0.410534,2.37179,1,1
,2,0.974901,0.808027,1.17624,1,1
,2,0.99306,0.211536,4.66194,1,1
,2,0.995399,0.190853,5.19154,1,1
,2,1,0.283767,3.52402,1,1
,2,0.996761,0.337594,2.94298,1,1
,2,0.992335,0.200314,4.91592,1,1
,2,0.978841,0.432612,2.21476,1,1
,2,0.979822,0.248415,3.86471,1,1
,2,0.995281,0.177693,5.5747,1,1
,2,0.989161,0.209917,4.66108,1,1
,2,0.98609,0.579484,1.678,1,1
,2,0.990041,0.236231,4.14925,1,1
,2,0.98154,0.44373,2.17119,1,1
,2,0.984109,0.159962,6.0544,1,1
,3,0.950998,0.123139,7.34451,1,1
,3,0.909139,0.0678319,12.185,1,1
,3,0.992829,0.290913,3.38833,1,1
,3,0.962441,0.472678,1.95967,1,1
,3,0.980421,0.316864,3.03356,1,1
,3,1,0.219793,4.54974,1,1
,3,1,1.17474,0.851249,1,1
,3,0.978542,0.230583,4.1527,1,1
,3,0.993628,0.796686,1.23926,1,1
,3,0.997296,0.384324,2.58792,1,1
,3,0.992386,0.30495,3.22948,1,1
,3,0.962854,0.577124,1.60639,1,1
,3,0.990011,1.11438,0.879525,1,1
,3,0.993621,0.427718,2.30825,1,1
,3,0.99551,0.794625,1.24718,1,1
,3,0.99966,0.514082,1.94389,1,1
,3,0.999992,0.408964,2.44517,1,1
,3,0.98975,0.52382,1.87012,1,1
,3,0.996821,0.495932,2.00361,1,1
,3,0.951418,0.313256,2.88964,1,1
,3,0.977832,0.30515,3.1334,1,1
,4,0.96025,0.270513,3.40864,1,1
,4,0.993312,0.239356,4.12218,1,1
,4,0.986104,0.145207,6.69664,1,1
,4,0.979088,0.531112,1.80492,1,1
,4,0.998705,0.591608,1.68593,1,1
,4,0.998461,1.25064,0.797128,1,1
,4,0.997612,1.06336,0.93593,1,1
,4,0.96591,0.452651,2.06115,1,1
,4,0.980723,0.287805,3.34191,1,1
,4,0.997539,0.30717,3.23952,1,1
,4,0.988533,0.244223,4.00125,1,1
,4,0.989563,0.55907,1.75154,1,1
,4,0.994543,0.83108,1.19016,1,1
,4,0.995694,0.834672,1.18778,1,1
,4,0.985249,0.787018,1.23341,1,1
,4,0.972614,0.172163,5.49468,1,1
,4,0.946472,0.832205,1.07643,1,1
,4,0.997409,0.928688,1.07121,1,1
,4,0.989038,0.524644,1.8645,1,1
,4,0.982306,0.888213,1.08637,1,1
,4,0.99535,0.516734,1.91727,1,1
,4,0.999088,0.570718,1.74898,1,1
,4,0.848756,0.195516,3.68455,1,1
,5,0.964581,0.371072,2.50738,1,1
,5,0.957418,0.180704,5.07264,1,1
,5,0.998119,0.482029,2.06677,1,1
,5,1,0.509109,1.96421,1,1
,5,0.995002,0.324124,3.05448,1,1
,5,0.961457,0.161783,5.71382,1,1
,5,0.894364,0.231864,3.4498,1,1
,5,0.969212,0.212847,4.41337,1,1
,5,0.983461,0.414634,2.33265,1,1
,5,0.981498,0.175314,5.49493,1,1
,5,0.997013,1.16824,0.85088,1,1
,5,0.981838,0.378102,2.54959,1,1
,5,0.981822,0.511622,1.88416,1,1
,5,0.994201,0.232418,4.25283,1,1
,5,0.963513,0.280283,3.31221,1,1
,5,0.990887,0.606208,1.61967,1,1
