Filename,NucleiCount,LC3CellID,LC3PunctaCount,LAMPCellID,LAMPObjCount
,,2,28,2,51
LC3-puncta_LAMP1_batch-seg_23Feb21_012b_000_WT-A_NSW3012_488-LC3_594-LAMP1_basal_60X_004.nd2,3,1,4,1,37
,,2,11,2,21
,,3,4,3,27
LC3-puncta_LAMP1_batch-seg_23Feb21_012b_000_WT-A_NSW3012_488-LC3_594-LAMP1_basal_60X_006_crop.nd2,2,1,16,1,46
,,2,28,2,50
LC3-puncta_LAMP1_batch-seg_23Feb21_012b_000_WT-A_NSW3012_488-LC3_594-LAMP1_basal_60X_007.nd2,2,1,8,1,48
,,2,7,2,31
LC3-puncta_LAMP1_batch-seg_23Feb21_012b_000_WT-A_NSW3012_488-LC3_594-LAMP1_basal_60X_009.nd2,2,1,7,1,18
,,,,2,19
LC3-puncta_LAMP1_batch-seg_23Feb21_012b_000_WT-A_NSW3012_488-LC3_594-LAMP1_basal_60X_011.nd2,2,2,3,1,78
,,,,2,74
LC3-puncta_LAMP1_batch-seg_23Feb21_012b_000_WT-A_NSW3012_488-LC3_594-LAMP1_basal_60X_013_crop.nd2,2,1,13,1,58
,,2,25,2,86
LC3-puncta_LAMP1_batch-seg_23Feb21_012b_000_WT-A_NSW3012_488-LC3_594-LAMP1_basal_60X_014_crop.nd2,3,1,4,1,25
,,2,11,2,29
,,3,34,3,45
LC3-puncta_LAMP1_batch-seg_23Feb21_012b_000_WT-A_NSW3012_488-LC3_594-LAMP1_basal_60X_015_crop.nd2,3,1,1,1,12
,,2,16,2,30
,,3,29,3,50
LC3-puncta_LAMP1_batch-seg_23Feb21_012b_000_WT-A_NSW3012_488-LC3_594-LAMP1_basal_60X_017_crop.nd2,4,1,16,1,46
,,2,5,2,51
,,3,1,3,46
,,4,5,4,59
LC3-puncta_LAMP1_batch-seg_23Feb21_012b_000_WT-A_NSW3012_488-LC3_594-LAMP1_basal_60X_018.nd2,4,1,16,1,26
,,2,27,2,47
,,3,6,3,24
,,4,3,4,20
LC3-puncta_LAMP1_batch-seg_23Feb21_012b_000_WT-A_NSW3012_488-LC3_594-LAMP1_basal_60X_019_crop.nd2,2,1,10,1,50
,,2,16,2,74
LC3-puncta_LAMP1_batch-seg_23Feb21_012b_000_WT-A_NSW3012_488-LC3_594-LAMP1_basal_60X_020.nd2,2,1,6,1,14
,,2,1,2,35
