Filename,NucleiCount,LC3CellID,LC3PunctaCount,LAMPCellID,LAMPObjCount
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_002_crop.nd2,1,1,29,1,26
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_003_crop.nd2,2,1,8,1,18
,,2,9,2,14
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_005_crop.nd2,1,1,9,1,14
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_008_crop.nd2,3,1,3,1,27
,,2,7,2,24
,,3,110,3,8
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_009_crop.nd2,1,1,6,1,18
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_010_crop.nd2,1,1,6,1,3
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_011_crop.nd2,1,1,17,1,13
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_012_crop.nd2,1,1,10,1,23
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_013_crop.nd2,2,1,20,1,12
,,2,21,2,9
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_018_crop.nd2,2,1,26,1,24
,,2,30,2,32
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_019_crop.nd2,1,1,2,1,29
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_021_crop.nd2,2,1,2,1,11
,,2,4,2,19
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_022_crop.nd2,1,1,6,1,26
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_025_crop.nd2,4,1,8,1,8
,,2,15,2,10
,,3,10,3,9
,,4,5,4,10
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_030_crop.nd2,2,2,3,1,26
,,,,2,22
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_031_crop.nd2,2,1,15,1,11
,,2,8,2,17
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_033_crop.nd2,2,,,1,15
,,,,2,14
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_035_crop.nd2,2,1,1,1,18
,,2,6,2,17
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_036_crop.nd2,2,1,11,1,24
,,2,16,2,32
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_Control-A_NSW3016_488-LC3_594-LAMP_basal_60X_037_crop.nd2,2,1,5,1,12
,,2,2,2,12
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_001.nd2,1,1,23,1,58
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_002_crop.nd2,1,1,5,1,6
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_003.nd2,1,1,8,1,12
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_004_crop.nd2,2,1,4,1,29
,,2,2,2,16
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_006_crop.nd2,2,1,7,1,10
,,2,3,2,14
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_007_crop.nd2,3,1,2,1,9
,,2,22,2,14
,,3,4,3,11
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_008.nd2,2,1,13,1,13
,,2,14,2,16
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_010_crop.nd2,1,1,3,1,10
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_011.nd2,1,1,6,1,4
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_012.nd2,4,1,9,1,31
,,2,6,2,36
,,3,24,3,15
,,4,37,4,12
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_013.nd2,4,1,10,1,10
,,2,7,2,6
,,3,15,3,21
,,4,65,4,12
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_014_crop.nd2,1,1,15,1,21
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_015_crop.nd2,2,1,4,1,8
,,2,8,2,22
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_016_crop.nd2,3,1,3,1,15
,,2,2,2,10
,,3,2,3,10
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_017_crop.nd2,1,1,43,1,11
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_018_crop.nd2,1,1,16,1,14
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_020.nd2,1,1,19,1,14
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_021_crop.nd2,1,1,5,1,38
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_tepsin-A_NSW3016_488-LC3_594-LAMP_basal_60X_027_crop.nd2,3,1,4,1,15
,,2,1,2,11
,,3,8,3,19
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_001.nd2,2,1,2,1,6
,,2,12,2,15
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_002.nd2,2,1,3,1,8
,,2,2,2,9
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_003.nd2,3,1,30,1,4
,,2,3,2,9
,,3,20,3,28
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_004.nd2,2,2,2,1,8
,,,,2,7
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_005.nd2,3,1,8,1,3
,,2,29,2,26
,,3,15,3,10
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_006.nd2,3,1,6,1,24
,,3,2,2,7
,,,,3,22
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_007.nd2,4,1,6,1,14
,,2,2,2,11
,,3,5,3,3
,,4,2,4,8
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_008_crop.nd2,2,1,1,1,37
,,2,3,2,27
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_009_crop.nd2,3,1,11,1,38
,,3,7,2,24
,,,,3,11
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_010.nd2,2,1,1,1,20
,,2,4,2,23
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_011_crop.nd2,3,1,5,1,15
,,2,5,2,7
,,3,11,3,32
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_013_crop.nd2,2,1,63,1,7
,,2,7,2,10
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_014.nd2,2,1,10,1,9
,,2,11,2,10
LC3-puncta_LAMP1_batch-seg_22Feb21_016b_000_WT-A_NSW3016_488-LC3_594-LAMP_basal_60X_015.nd2,2,1,37,1,12
,,2,128,2,16
